CustomerID,Name,Membership_Level,upgrade_proba,Propensity_Bucket,Monthly_Revenue,Spending_Score,Purchase_Frequency,App_Rating,Last_Month_Complaints
CUST2127,Thomas King Jr.,Silver,0.9902766,Very Hot (80-100%),165.068,30,2.9,3,1
CUST1358,Cynthia Sanchez,Platinum,0.990159,Very Hot (80-100%),107.921,30,1.1,3,1
CUST1451,Brittany Morris,Gold,0.9900889,Very Hot (80-100%),233.775,7,4.5,5,0
CUST2009,Lisa Johnson,Gold,0.989613,Very Hot (80-100%),95.511,16,1.3,3,0
CUST2955,Teresa Lambert,Gold,0.98935306,Very Hot (80-100%),272.2,22,2.5,4,0
CUST2502,Amanda Nicholson,Gold,0.98930514,Very Hot (80-100%),156.67200000000003,9,3.2,5,0
CUST1399,Bruce Coleman,Gold,0.9892998,Very Hot (80-100%),165.425,4,2.5,4,1
CUST2123,Elizabeth Gomez,Gold,0.9892308,Very Hot (80-100%),62.898,24,1.1,4,0
CUST1150,Rachel Austin,Gold,0.98921496,Very Hot (80-100%),192.38400000000001,28,3.2,5,0
CUST2148,Christopher Reese,Silver,0.98896736,Very Hot (80-100%),118.74799999999998,33,1.4,5,0
CUST2240,Joshua Hernandez,Gold,0.9888342,Very Hot (80-100%),115.412,30,1.1,3,0
CUST1973,David Grant,Gold,0.9887743,Very Hot (80-100%),81.6,14,1.7,2,1
CUST1334,George Powell,Gold,0.9884405,Very Hot (80-100%),132.20999999999998,33,3.9,3,0
CUST1368,Ann Peterson,Silver,0.98842514,Very Hot (80-100%),141.96,28,4.0,3,0
CUST1255,Spencer Nguyen,Gold,0.9878451,Very Hot (80-100%),207.14999999999998,14,3.0,5,0
CUST1984,Kevin Watts,Silver,0.9877274,Very Hot (80-100%),145.636,19,2.3,4,1
CUST1997,Kimberly Harris,Gold,0.9872147,Very Hot (80-100%),75.57900000000001,26,2.1,4,0
CUST1938,Taylor Smith,Gold,0.9866431,Very Hot (80-100%),64.41,12,1.5,5,0
CUST1023,Thomas Farmer,Gold,0.986578,Very Hot (80-100%),239.476,22,3.8,3,0
CUST2861,Matthew Anderson,Platinum,0.98638725,Very Hot (80-100%),446.08,20,4.0,5,0
CUST1244,Meghan Alexander,Silver,0.98634285,Very Hot (80-100%),44.98,34,2.0,4,0
CUST1085,Savannah Moran,Silver,0.9861456,Very Hot (80-100%),52.608000000000004,12,1.2,1,0
CUST2462,Adam Smith,Gold,0.98577166,Very Hot (80-100%),121.60099999999998,20,2.3,3,0
CUST1504,Lonnie Miller,Gold,0.98568904,Very Hot (80-100%),111.528,10,1.8,3,0
CUST1037,Todd Duran,Silver,0.9856537,Very Hot (80-100%),92.61,12,3.0,2,0
CUST1198,Charles Wang,Platinum,0.98544365,Very Hot (80-100%),174.168,39,1.8,1,1
CUST2360,Edward Flores,Gold,0.9854254,Very Hot (80-100%),364.14000000000004,4,4.2,4,0
CUST2568,Michael Jacobson,Platinum,0.985393,Very Hot (80-100%),297.63,7,4.5,3,0
CUST1677,Christopher Rivera,Silver,0.98535246,Very Hot (80-100%),64.89,35,1.8,4,0
CUST2639,Traci Bauer,Silver,0.98514116,Very Hot (80-100%),75.456,28,1.2,4,0
CUST1776,Joe Williams,Platinum,0.98512614,Very Hot (80-100%),143.18999999999997,5,4.3,4,1
CUST2008,Joan Williams,Silver,0.9850765,Very Hot (80-100%),77.08500000000001,28,1.5,4,0
CUST1307,Rachel Garcia,Gold,0.98497295,Very Hot (80-100%),239.148,5,4.2,4,0
CUST1684,Gregory Hunt,Silver,0.9843448,Very Hot (80-100%),424.44199999999995,27,4.6,5,0
CUST1173,Robin Perez,Gold,0.9842387,Very Hot (80-100%),266.11199999999997,18,4.8,4,0
CUST1494,Clinton Lopez,Platinum,0.9840423,Very Hot (80-100%),311.78400000000005,12,4.4,5,0
CUST1620,Katherine Kennedy,Silver,0.9840337,Very Hot (80-100%),196.944,18,4.8,4,0
CUST1013,Kelly Frazier,Silver,0.98387736,Very Hot (80-100%),95.85000000000001,7,2.7,2,0
CUST2733,Michael Clark,Platinum,0.9832803,Very Hot (80-100%),312.31200000000007,20,4.4,2,0
CUST1102,Cynthia Kline,Platinum,0.983196,Very Hot (80-100%),79.985,6,1.7,3,1
CUST1490,Barbara Henry,Silver,0.9830577,Very Hot (80-100%),180.352,37,3.2,3,0
CUST1597,Linda Elliott,Gold,0.98281753,Very Hot (80-100%),161.14,37,3.5,4,0
CUST1469,Hunter Riley,Silver,0.982229,Very Hot (80-100%),122.39999999999999,25,1.7,4,0
CUST2115,Christopher Jones,Silver,0.9819758,Very Hot (80-100%),90.68699999999998,3,1.9,5,0
CUST2741,Samantha Miller,Gold,0.9818782,Very Hot (80-100%),268.356,18,3.8,3,0
CUST1154,Matthew Knight,Gold,0.9817793,Very Hot (80-100%),248.37599999999998,8,2.4,3,0
CUST1740,Steven Copeland,Gold,0.98137784,Very Hot (80-100%),214.88099999999997,16,4.1,3,0
CUST2728,Melinda Fowler,Gold,0.98132014,Very Hot (80-100%),238.54399999999998,30,3.4,4,0
CUST1585,Joseph Rios,Gold,0.98101485,Very Hot (80-100%),240.75,32,4.5,5,0
CUST2259,Brenda Kramer,Silver,0.9808529,Very Hot (80-100%),109.4,2,4.0,5,0
CUST2043,David Rangel,Gold,0.98062634,Very Hot (80-100%),117.56,25,2.0,2,0
CUST1278,Darlene Diaz,Silver,0.980293,Very Hot (80-100%),109.69600000000001,26,1.6,4,0
CUST2579,Andrew Green,Gold,0.9802768,Very Hot (80-100%),123.696,27,3.6,2,0
CUST1573,Michael Perry,Gold,0.97914964,Very Hot (80-100%),244.154,26,3.4,5,0
CUST1686,Richard Jones,Silver,0.97872156,Very Hot (80-100%),190.576,20,4.3,3,0
CUST1506,Matthew Howell,Gold,0.9777811,Very Hot (80-100%),303.224,29,2.9,4,0
CUST1563,Laura Robinson,Platinum,0.9771698,Very Hot (80-100%),143.726,15,4.7,3,0
CUST1779,Adam Mcpherson Jr.,Gold,0.9771293,Very Hot (80-100%),64.809,4,1.9,1,0
CUST2017,Lisa Chavez,Platinum,0.9769852,Very Hot (80-100%),96.66199999999999,32,3.4,1,0
CUST2888,Crystal Sparks,Platinum,0.9768415,Very Hot (80-100%),171.105,36,3.3,4,1
CUST2269,Sarah Ford,Platinum,0.976733,Very Hot (80-100%),130.5,39,2.9,3,0
CUST2820,Christina Morales,Platinum,0.97638845,Very Hot (80-100%),69.20100000000001,18,2.7,3,0
CUST1314,Michele Adams,Gold,0.9761922,Very Hot (80-100%),427.377,14,4.3,3,0
CUST2748,Sherri Powell,Silver,0.97570544,Very Hot (80-100%),164.4,9,4.8,4,0
CUST2046,Wendy Ayers DDS,Silver,0.9753236,Very Hot (80-100%),100.32,26,3.0,4,0
CUST1981,James Fuller,Platinum,0.97506183,Very Hot (80-100%),189.42,14,4.1,3,0
CUST2111,Andrew Thompson,Silver,0.9750319,Very Hot (80-100%),225.30799999999996,29,4.6,4,0
CUST2821,Daniel Howard,Gold,0.9745909,Very Hot (80-100%),172.088,37,4.9,3,0
CUST1180,Gary Murray,Gold,0.97449774,Very Hot (80-100%),260.30899999999997,5,4.1,5,1
CUST2841,Kaitlyn Golden,Gold,0.97441816,Very Hot (80-100%),204.795,3,4.1,4,0
CUST1274,Alexander Bennett,Platinum,0.9741755,Very Hot (80-100%),290.207,33,4.3,5,0
CUST2738,John Saunders,Gold,0.974141,Very Hot (80-100%),104.83399999999999,20,2.3,4,0
CUST2586,Tiffany Schneider,Silver,0.9740261,Very Hot (80-100%),280.981,35,2.9,4,0
CUST2752,Susan Fox,Platinum,0.97312874,Very Hot (80-100%),40.88,22,1.6,4,0
CUST1756,Madeline Wilson,Platinum,0.9725768,Very Hot (80-100%),254.90399999999997,9,3.8,4,1
CUST2201,Alan Mullen,Silver,0.9722502,Very Hot (80-100%),203.184,83,5.1,3,0
CUST1542,Barry Johnson,Gold,0.97147334,Very Hot (80-100%),318.768,6,5.8,4,0
CUST1491,Sandra Arellano,Silver,0.9713822,Very Hot (80-100%),200.08800000000002,25,4.2,1,0
CUST2184,Dalton Long,Silver,0.9711487,Very Hot (80-100%),136.986,19,3.4,4,1
CUST1886,Patricia Terry,Silver,0.9709297,Very Hot (80-100%),229.969,38,4.1,5,0
CUST2424,Spencer Bowman,Platinum,0.9706308,Very Hot (80-100%),328.44800000000004,6,3.2,3,0
CUST1366,Dr. Jacob Gray,Silver,0.97036237,Very Hot (80-100%),192.916,21,1.7,4,0
CUST1827,James Taylor,Gold,0.9686733,Very Hot (80-100%),298.067,25,4.9,3,0
CUST1516,Kayla Parrish,Gold,0.96800303,Very Hot (80-100%),79.814,37,1.4,4,0
CUST1347,Jonathan Stone,Platinum,0.96749276,Very Hot (80-100%),75.23299999999999,27,2.3,2,1
CUST1250,Debbie Wong,Gold,0.96748126,Very Hot (80-100%),70.6,15,2.0,2,0
CUST2361,Catherine Craig,Gold,0.9672376,Very Hot (80-100%),88.14,24,3.0,1,1
CUST1876,Victoria Galvan,Platinum,0.9663185,Very Hot (80-100%),501.433,32,5.3,4,1
CUST1565,David Hernandez,Silver,0.96556515,Very Hot (80-100%),174.11599999999999,3,1.9,5,0
CUST1266,Danny Davis,Silver,0.96550816,Very Hot (80-100%),110.55600000000001,35,1.8,5,0
CUST1028,Virginia Lin,Silver,0.9649302,Very Hot (80-100%),645.1379999999999,7,7.8,2,0
CUST1882,Bianca Harris,Gold,0.96433353,Very Hot (80-100%),58.208000000000006,10,3.2,5,0
CUST2823,Jeffrey Romero,Silver,0.9641035,Very Hot (80-100%),1361.84,30,14.5,3,0
CUST1122,Elizabeth Suarez,Gold,0.96189296,Very Hot (80-100%),60.00999999999999,33,1.7,5,0
CUST2073,Cynthia Reyes,Silver,0.9614206,Very Hot (80-100%),148.453,27,5.3,4,0
CUST1482,Krista Hodge,Silver,0.96123207,Very Hot (80-100%),64.61699999999999,45,1.7,4,0
CUST1182,Tiffany Joyce DVM,Silver,0.9605179,Very Hot (80-100%),334.05899999999997,41,3.3,3,1
CUST2815,Shaun Ward,Platinum,0.96019775,Very Hot (80-100%),393.733,18,2.9,3,0
CUST1406,Scott Martin,Platinum,0.95907104,Very Hot (80-100%),194.454,12,2.7,1,0
CUST2450,Robert Fisher,Silver,0.95673966,Very Hot (80-100%),360.4920000000001,17,4.4,2,0
CUST2141,Shelia Campbell,Silver,0.9567283,Very Hot (80-100%),91.434,7,1.4,3,1
CUST1521,Daisy Flores,Silver,0.95647126,Very Hot (80-100%),206.847,3,4.7,4,1
CUST2833,Susan Frazier,Silver,0.9554663,Very Hot (80-100%),356.224,8,4.6,5,0
CUST1067,Gabrielle Chavez,Silver,0.9551855,Very Hot (80-100%),301.32,21,4.5,4,0
CUST1835,Phillip Smith,Platinum,0.9521903,Very Hot (80-100%),258.432,36,4.8,4,0
CUST1958,Teresa Harvey,Silver,0.95182663,Very Hot (80-100%),109.152,3,3.2,5,1
CUST1215,Christopher Sanders,Platinum,0.9510124,Very Hot (80-100%),148.81,29,4.6,2,0
CUST1374,Willie Porter,Platinum,0.95068264,Very Hot (80-100%),228.27599999999998,12,5.1,2,0
CUST2193,Frank Taylor,Platinum,0.95035946,Very Hot (80-100%),953.695,45,11.5,4,1
CUST2849,Lucas Chase,Silver,0.9495907,Very Hot (80-100%),224.37,51,2.7,4,1
CUST2376,John Taylor,Gold,0.9491981,Very Hot (80-100%),199.044,13,3.6,5,0
CUST2399,David Young,Gold,0.9489528,Very Hot (80-100%),308.028,14,4.2,3,0
CUST2053,Edwin Krause,Platinum,0.948587,Very Hot (80-100%),129.708,7,1.8,5,0
CUST2981,Taylor Brown,Silver,0.9484169,Very Hot (80-100%),1592.661,25,14.9,4,0
CUST1344,Nancy Duncan,Silver,0.9482787,Very Hot (80-100%),225.96,48,3.5,3,1
CUST2500,Melinda Riley,Gold,0.9472669,Very Hot (80-100%),511.104,24,4.8,4,0
CUST2062,Thomas Barry,Gold,0.9471084,Very Hot (80-100%),266.575,37,2.5,2,0
CUST2367,Juan Davis DDS,Gold,0.94656485,Very Hot (80-100%),426.55600000000004,48,5.2,4,0
CUST2097,Vincent Rojas,Silver,0.9456638,Very Hot (80-100%),28.490000000000002,19,1.1,4,0
CUST1401,Ronald Smith,Gold,0.94540083,Very Hot (80-100%),219.48,24,3.1,5,0
CUST2410,Melissa Casey,Silver,0.94432396,Very Hot (80-100%),156.86399999999998,8,4.3,5,0
CUST1333,James Ross,Platinum,0.9437116,Very Hot (80-100%),48.117999999999995,7,1.4,5,0
CUST1737,Kristopher Chung,Gold,0.942661,Very Hot (80-100%),262.808,36,3.8,4,0
CUST1242,Joshua Spencer,Gold,0.94237655,Very Hot (80-100%),214.396,45,2.6,4,1
CUST2692,Mr. James Sandoval,Silver,0.94176716,Very Hot (80-100%),260.59499999999997,70,4.5,3,0
CUST1532,Shelly Myers,Silver,0.9412891,Very Hot (80-100%),495.92400000000004,40,6.8,3,0
CUST2091,Ashley Ingram,Gold,0.94096303,Very Hot (80-100%),322.92,36,9.2,3,1
CUST1869,Shannon Miller,Silver,0.9407112,Very Hot (80-100%),699.881,39,9.1,1,0
CUST1722,Keith Wilson,Gold,0.93757653,Very Hot (80-100%),201.55,41,13.9,4,0
CUST1926,Jeffrey Phelps,Platinum,0.9370711,Very Hot (80-100%),391.93699999999995,27,7.3,3,0
CUST1747,Ricardo Andrade,Gold,0.93572533,Very Hot (80-100%),140.0,62,2.5,3,0
CUST1564,Suzanne Holmes,Silver,0.9357006,Very Hot (80-100%),432.91499999999996,39,10.5,4,0
CUST2311,Laura Anderson MD,Silver,0.93518054,Very Hot (80-100%),655.473,36,9.1,5,0
CUST2109,Debra Saunders,Platinum,0.9332693,Very Hot (80-100%),156.805,42,5.5,3,0
CUST2543,Jonathan Ray,Gold,0.9331592,Very Hot (80-100%),239.976,13,5.4,4,0
CUST2197,William Mason,Silver,0.9327055,Very Hot (80-100%),117.64500000000001,9,1.1,4,0
CUST2563,Erin Hamilton,Platinum,0.9325179,Very Hot (80-100%),128.072,33,5.6,4,0
CUST2775,Christopher Larson,Gold,0.9320481,Very Hot (80-100%),177.87800000000001,63,3.1,4,0
CUST2456,Joseph Wilson,Gold,0.9302645,Very Hot (80-100%),933.1200000000001,63,12.8,3,0
CUST2737,Stephanie Diaz DDS,Gold,0.9280608,Very Hot (80-100%),108.698,22,2.3,5,0
CUST1700,Melissa Flores,Gold,0.9277143,Very Hot (80-100%),226.548,18,6.3,2,0
CUST2902,Sophia King,Silver,0.92468536,Very Hot (80-100%),847.928,51,8.3,4,0
CUST1216,Beth Mcgee,Silver,0.9246803,Very Hot (80-100%),289.963,38,5.3,3,1
CUST2825,Raymond Montoya,Silver,0.9245548,Very Hot (80-100%),910.588,45,11.9,5,1
CUST2582,Lacey Vaughan,Gold,0.9241788,Very Hot (80-100%),140.998,66,2.6,4,0
CUST2531,Lisa Randall,Gold,0.9240056,Very Hot (80-100%),146.33599999999998,48,1.7,3,0
CUST2071,Patrick Cox,Silver,0.92380166,Very Hot (80-100%),74.987,65,1.7,4,0
CUST1376,Mrs. Shannon Anderson,Gold,0.92290413,Very Hot (80-100%),518.4200000000001,1,4.9,4,1
CUST1520,Logan Miller,Gold,0.9222352,Very Hot (80-100%),246.791,75,3.1,4,0
CUST1238,Veronica Wong,Silver,0.92101336,Very Hot (80-100%),309.6,78,4.0,2,0
CUST1797,Vicki Schwartz,Silver,0.9208038,Very Hot (80-100%),984.9599999999999,5,13.5,4,0
CUST1851,Margaret Allen,Gold,0.9191331,Very Hot (80-100%),844.9090000000001,52,10.3,5,0
CUST1070,Erin Garza,Silver,0.9190819,Very Hot (80-100%),773.0819999999999,64,8.7,4,1
CUST1010,Stephanie Acevedo,Platinum,0.9178673,Very Hot (80-100%),398.216,50,10.4,4,0
CUST1771,Albert Jones,Silver,0.91777897,Very Hot (80-100%),565.403,49,7.9,4,1
CUST2564,Thomas Rodriguez,Silver,0.91739416,Very Hot (80-100%),163.12,48,2.0,5,0
CUST2170,Emily White,Platinum,0.91692895,Very Hot (80-100%),336.16,37,4.4,4,1
CUST2167,Debra Patterson,Silver,0.9162682,Very Hot (80-100%),448.832,87,6.4,4,0
CUST2435,Rachel Wallace,Silver,0.9144979,Very Hot (80-100%),159.48800000000003,49,6.4,4,0
CUST2177,Thomas Butler,Gold,0.91442573,Very Hot (80-100%),390.26700000000005,42,10.3,4,0
CUST1674,Christian Sutton,Silver,0.91295666,Very Hot (80-100%),477.76,7,8.0,4,1
CUST1538,Michael Morrison,Gold,0.9109444,Very Hot (80-100%),185.472,2,3.2,4,0
CUST1550,Steven Vasquez,Gold,0.91015524,Very Hot (80-100%),297.33,8,5.1,2,0
CUST1954,Sheri Wilson,Silver,0.90837395,Very Hot (80-100%),686.2559999999999,43,8.7,5,0
CUST2059,Richard Johnson,Gold,0.90791047,Very Hot (80-100%),500.62100000000004,66,7.1,4,0
CUST2192,Peter Gordon,Gold,0.9072988,Very Hot (80-100%),552.573,48,14.7,3,0
CUST1975,Theresa Ballard,Silver,0.9070452,Very Hot (80-100%),511.31100000000004,3,12.3,5,0
CUST1414,Sarah Holland,Silver,0.90462,Very Hot (80-100%),448.204,42,8.9,2,0
CUST2672,Rachel Huang,Gold,0.9038532,Very Hot (80-100%),858.0,24,7.5,4,0
CUST1077,Jeffrey Davis MD,Platinum,0.9036428,Very Hot (80-100%),72.175,82,2.5,3,0
CUST2873,Paul Cobb,Gold,0.9032378,Very Hot (80-100%),538.78,55,5.5,4,0
CUST2060,Samantha Torres,Platinum,0.901664,Very Hot (80-100%),257.446,51,4.9,2,0
CUST2686,Dr. Diana Jordan,Gold,0.9013336,Very Hot (80-100%),594.0,55,6.0,4,0
CUST1781,Jackie Lambert,Silver,0.9012677,Very Hot (80-100%),175.797,56,2.7,3,0
CUST2191,Dakota Wilcox,Gold,0.9011365,Very Hot (80-100%),278.04600000000005,37,5.4,4,1
CUST1080,Scott Holden,Gold,0.8999474,Very Hot (80-100%),429.468,37,7.8,3,0
CUST1792,Barbara Hughes,Silver,0.89950544,Very Hot (80-100%),404.922,31,6.2,5,0
CUST1782,Christina Rodriguez,Gold,0.89937836,Very Hot (80-100%),390.4839999999999,86,8.2,1,0
CUST1206,Nicholas Martinez,Gold,0.8979861,Very Hot (80-100%),489.86800000000005,29,10.3,5,0
CUST2221,Carla Mckee,Platinum,0.89748466,Very Hot (80-100%),462.756,16,14.7,1,0
CUST1446,Patrick Downs,Gold,0.89724797,Very Hot (80-100%),1080.794,49,14.3,4,0
CUST1982,Timothy Johnson,Gold,0.89673436,Very Hot (80-100%),82.16099999999999,34,5.1,3,0
CUST1370,Caleb Fowler,Platinum,0.8966053,Very Hot (80-100%),455.40000000000003,1,8.8,5,0
CUST2357,Christine Brown,Gold,0.89621466,Very Hot (80-100%),268.358,26,10.9,4,0
CUST1101,Justin Garcia,Silver,0.89482915,Very Hot (80-100%),414.41400000000004,52,6.9,2,0
CUST1256,Jeffrey Gilbert,Silver,0.8947081,Very Hot (80-100%),1431.878,25,13.3,2,0
CUST2330,Kathleen Clayton,Gold,0.89462787,Very Hot (80-100%),631.8480000000001,61,8.4,5,0
CUST1699,Trevor Wallace,Silver,0.8943486,Very Hot (80-100%),296.84399999999994,84,8.7,4,1
CUST2606,Sheila Garcia,Gold,0.89368737,Very Hot (80-100%),105.21600000000001,86,2.4,5,0
CUST2025,Kristen Wells,Silver,0.89355326,Very Hot (80-100%),24.57,78,1.5,4,0
CUST1477,Rachel Li,Platinum,0.8935254,Very Hot (80-100%),97.968,88,1.2,4,0
CUST2749,Cindy Knight,Silver,0.8929227,Very Hot (80-100%),308.495,31,7.9,4,1
CUST1002,Dennis Price,Silver,0.89124846,Very Hot (80-100%),202.68099999999998,51,2.9,4,0
CUST1296,James Graves,Silver,0.8911323,Very Hot (80-100%),549.432,50,7.8,2,0
CUST1291,Edward Carpenter,Gold,0.8907709,Very Hot (80-100%),342.71999999999997,57,8.4,5,0
CUST1749,Christopher Mason,Silver,0.89032835,Very Hot (80-100%),432.364,22,7.6,4,0
CUST2283,Jennifer Humphrey,Platinum,0.8864497,Very Hot (80-100%),321.93,9,14.6,4,0
CUST1201,Nicole Carroll,Platinum,0.8856481,Very Hot (80-100%),111.89399999999999,49,3.4,5,0
CUST2296,Christina Hunter,Gold,0.8853549,Very Hot (80-100%),47.376,43,2.1,2,1
CUST1540,Todd Reed,Gold,0.88521034,Very Hot (80-100%),901.0469999999999,35,10.7,3,0
CUST2801,Jessica Hall,Platinum,0.88425964,Very Hot (80-100%),139.906,84,1.3,1,0
CUST2766,Aaron Morales,Gold,0.8838483,Very Hot (80-100%),535.616,99,6.4,4,0
CUST1445,Jacob Smith,Gold,0.8836179,Very Hot (80-100%),1057.3500000000001,52,13.3,5,0
CUST2940,James Harrington,Platinum,0.88301766,Very Hot (80-100%),495.07599999999996,31,12.2,5,0
CUST2842,Glen Perez,Silver,0.88297355,Very Hot (80-100%),200.364,41,5.9,5,0
CUST2751,Penny Thomas,Silver,0.88286436,Very Hot (80-100%),202.844,1,6.8,3,1
CUST2570,Renee Stout,Platinum,0.88235325,Very Hot (80-100%),41.67,62,1.0,4,0
CUST2661,Jo Walker,Silver,0.88232917,Very Hot (80-100%),953.1899999999999,4,11.9,1,0
CUST1485,Kyle Goodwin,Gold,0.88172144,Very Hot (80-100%),901.7479999999999,42,8.9,4,0
CUST1421,Brittany Small,Gold,0.8808123,Very Hot (80-100%),365.512,39,6.1,4,0
CUST2270,Norma Campbell,Gold,0.88069755,Very Hot (80-100%),1020.3359999999999,4,11.6,2,0
CUST1741,Kelly Little DVM,Gold,0.8803891,Very Hot (80-100%),356.864,10,6.8,5,0
CUST1422,Christopher Brown,Platinum,0.8795241,Very Hot (80-100%),131.196,10,5.2,5,0
CUST1858,Crystal Boyd,Gold,0.87843215,Very Hot (80-100%),389.912,20,6.1,3,0
CUST2293,Jeffrey Wyatt,Silver,0.876634,Very Hot (80-100%),90.86399999999999,96,1.8,2,0
CUST1272,Melissa Harrison,Gold,0.8757916,Very Hot (80-100%),647.785,47,8.5,4,0
CUST2877,Rachel Moreno,Gold,0.87490124,Very Hot (80-100%),1035.2720000000002,18,13.9,4,0
CUST2899,Alice Ellis,Platinum,0.87388563,Very Hot (80-100%),603.44,19,8.0,2,0
CUST2215,Dawn Wilson,Gold,0.8738829,Very Hot (80-100%),447.337,53,12.1,4,0
CUST2454,Heather Carter,Platinum,0.8737626,Very Hot (80-100%),560.846,67,14.3,4,1
CUST2356,Daniel Marquez,Gold,0.87328035,Very Hot (80-100%),871.1170000000001,4,11.3,2,0
CUST2522,Peter Evans,Silver,0.8726135,Very Hot (80-100%),50.835,81,1.5,4,0
CUST2542,Brittany Brown,Silver,0.8725632,Very Hot (80-100%),1374.282,6,11.7,4,0
CUST1991,Timothy Mathews,Gold,0.872046,Very Hot (80-100%),683.928,44,11.8,4,1
CUST1555,Kim Powell,Gold,0.87192506,Very Hot (80-100%),550.0110000000001,32,7.7,5,0
CUST1350,Shane Thompson,Silver,0.8717473,Very Hot (80-100%),320.32,48,3.5,4,0
CUST2937,Elizabeth Reyes,Platinum,0.8712514,Very Hot (80-100%),316.245,59,8.7,5,0
CUST2237,Christopher Hall,Silver,0.8709374,Very Hot (80-100%),637.24,72,8.9,5,0
CUST1852,Jake Hansen,Silver,0.87070835,Very Hot (80-100%),248.58900000000003,21,9.3,5,0
CUST2028,Samuel Wolf,Platinum,0.87045926,Very Hot (80-100%),253.04399999999998,67,7.1,4,1
CUST1860,Erik Lee,Gold,0.8703615,Very Hot (80-100%),902.1599999999999,8,12.6,3,0
CUST1279,Barry Myers,Gold,0.86861897,Very Hot (80-100%),278.94399999999996,66,4.6,3,0
CUST1224,Jonathan King,Silver,0.86741257,Very Hot (80-100%),139.26,35,6.0,4,0
CUST1072,Amanda Jensen,Silver,0.8674023,Very Hot (80-100%),223.905,34,5.5,5,0
